title,city,model_year,mileage,fuel_type,engine_size,transmission,feature_lst,price,update,image
Toyota Corolla 2020 GLi 1.3 VVTi for Sale,Islamabad,2020,"65,000 km",Petrol,,,Not Featured,PKR 45 lacs,Updated about 1 hour ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Lahore,2018,"66,000 km",Petrol,,,Not Featured,PKR 36 lacs,Updated about 1 hour ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 Special Edition for Sale,Islamabad,2022,"7,000 km",Petrol,,,Not Featured,PKR 76 lacs,Updated about 1 hour ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 XLi VVTi for Sale,Rajana,2016,"216,500 km",Petrol,,,Not Featured,PKR 27.75 lacs,Updated about 1 hour ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 GLi 1.3 VVTi for Sale,Kharian,2020,"50,000 km",Petrol,,,Not Featured,PKR 51.5 lacs,Updated about 1 hour ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2009 XLi VVTi for Sale,Lahore,2009,"77,000 km",Petrol,,,Not Featured,PKR 21.75 lacs,Updated about 1 hour ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 Altis Manual 1.6 for Sale,Peshawar,2014,1 km,Petrol,,,Not Featured,PKR 32.3 lacs,Updated about 1 hour ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Peshawar,2022,"22,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 62.5 lacs,Updated about 7 hours ago,https://cache2.pakwheels.com/ad_pictures/8076/tn_toyota-corolla-altis-x-automatic-1-6-2022-80761267.webp
Toyota Corolla Axio 2015 Hybrid 1.5 for Sale,Peshawar,2015,"80,000 km",Petrol,1500 cc,Automatic,Not Featured,PKR 41.5 lacs,Updated about 7 hours ago,https://cache4.pakwheels.com/ad_pictures/7998/tn_toyota-corolla-axio-hybrid-3-2015-79987213.webp
Toyota Corolla 2009 GLi 1.3 VVTi for Sale,Islamabad,2009,"300,115 km",Petrol,1300 cc,Manual,FEATURED,PKR 22 lacs,Updated about 7 hours ago,https://cache4.pakwheels.com/ad_pictures/7994/tn_toyota-corolla-gli-vvti-2010-79949334.webp
Toyota Corolla 2022 Altis X Automatic 1.6 Special Edition for Sale,Lahore,2022,"16,000 km",Petrol,1598 cc,Automatic,Not Featured,PKR 66.75 lacs,Updated about 8 hours ago,https://cache1.pakwheels.com/ad_pictures/8083/tn_toyota-corolla-altis-x-automatic-1-6-special-edition-2022-80834956.webp
Toyota Corolla 2019 Altis Automatic 1.6 for Sale,Lahore,2019,"35,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 50.25 lacs,Updated about 8 hours ago,https://cache3.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-altis-1-6-automatic-2019-80693825.webp
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,Lahore,2021,"14,700 km",Petrol,1800 cc,Automatic,FEATURED,PKR 67.75 lacs,Updated about 8 hours ago,https://cache4.pakwheels.com/ad_pictures/8056/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-black-interior-2021-80562262.webp
Toyota Corolla 2022 Altis Automatic 1.6 for Sale,Nawabshah,2022,"8,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 65 lacs,Updated about 8 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Karachi,2021,"17,000 km",Petrol,1799 cc,Automatic,Not Featured,Call,Updated about 8 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis 1.6 X CVT-i for Sale,Lahore,2023,20 km,Petrol,1600 cc,Automatic,Not Featured,PKR 80 lacs,Updated about 8 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 GLi Automatic 1.3 VVTi for Sale,Islamabad,2020,"53,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 49.75 lacs,Updated about 8 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Islamabad,2018,"76,181 km",Petrol,1300 cc,Automatic,FEATURED,PKR 41 lacs,Updated about 8 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Islamabad,2011,"95,646 km",Petrol,1300 cc,Manual,Not Featured,PKR 25 lacs,Updated about 9 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 Altis Manual 1.6 for Sale,Peshawar,2014,1 km,Petrol,1600 cc,Manual,FEATURED,PKR 32.3 lacs,Updated about 1 hour ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla Fielder 2005 for Sale,Nowshera,2005,"12,345 km",Petrol,1500 cc,Automatic,FEATURED,PKR 25 lacs,Updated about 1 hour ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Bahawalpur,2021,"16,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 56.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2006 2.0D for Sale,Islamabad,2006,"170,000 km",Diesel,2000 cc,Manual,Not Featured,PKR 19.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis 1.6 X CVT-i Special Edition for Sale,Karachi,2022,"9,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 67.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1986 for Sale,Abbottabad,1986,"20,000 km",Petrol,1600 cc,Manual,FEATURED,PKR 7 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Karachi,2018,"46,000 km",Petrol,1300 cc,Automatic,FEATURED,PKR 38.75 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 Altis Automatic 1.6 for Sale,Lahore,2019,"60,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 48 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 9th Generation 2005 SE Saloon for Sale,Sialkot,2005,"91,000 km",Petrol,1600 cc,Manual,Not Featured,PKR 19.75 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 Altis Grande 1.8 for Sale,Faisalabad,2016,"72,000 km",Petrol,1800 cc,Manual,FEATURED,PKR 38 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Lahore,2018,"67,000 km",Petrol,1300 cc,Automatic,FEATURED,PKR 41 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 GLi 1.3 VVTi for Sale,Pir mahal,2014,"160,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 28 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,Mardan,2023,200 km,Petrol,1800 cc,Automatic,FEATURED,PKR 83.9 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis 1.6 X CVT-i Special Edition for Sale,Gujranwala,2022,"5,862 km",Petrol,1600 cc,Automatic,FEATURED,PKR 69 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Rahim Yar Khan,2011,"97,103 km",Petrol,1300 cc,Manual,FEATURED,PKR 20.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 GLi 1.3 VVTi for Sale,Islamabad,2017,"14,700 km",Petrol,1300 cc,Manual,Not Featured,PKR 43 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 GLi 1.3 VVTi for Sale,Lahore,2020,"62,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 42.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,Rawalpindi,2023,45 km,Petrol,1800 cc,Automatic,Not Featured,Call,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 GLi 1.3 VVTi for Sale,Islamabad,2016,"150,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 35 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 GLi 1.3 VVTi for Sale,Karachi,2019,"59,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 39.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2009 GLi Limited Edition 1.3 VVTi for Sale,Peshawar,2009,"100,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 19.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2014 GLi Automatic 1.3 VVTi for Sale,Peshawar,2014,"190,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 29 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 9th Generation 2006 Altis 1.8 for Sale,Abbottabad,2006,"111,324 km",Petrol,1800 cc,Manual,Not Featured,PKR 15 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Lahore,2021,"45,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 69.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Lahore,2012,"75,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 27.75 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Islamabad,2021,"30,420 km",Petrol,1800 cc,Automatic,Not Featured,PKR 66 lacs,,https://cache4.pakwheels.com/ad_pictures/7838/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-beige-2021-78389249.webp
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,Lahore,2022,19 km,Petrol,1800 cc,Automatic,Not Featured,PKR 79.25 lacs,Updated about 9 hours ago,https://cache1.pakwheels.com/ad_pictures/8086/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-black-interior-2022-80863846.webp
Toyota Corolla 2020 Altis Grande CVT-i 1.8 for Sale,Islamabad,2020,"32,228 km",Petrol,1798 cc,Automatic,Not Featured,PKR 55 lacs,Updated about 9 hours ago,https://cache1.pakwheels.com/ad_pictures/7989/tn_toyota-corolla-altis-1-8-grande-automatic-2020-79898194.webp
Toyota Corolla 2014 GLi 1.3 VVTi for Sale,Islamabad,2014,"158,721 km",Petrol,1300 cc,Manual,Not Featured,PKR 27.5 lacs,Updated about 9 hours ago,https://cache2.pakwheels.com/ad_pictures/7986/tn_toyota-corolla-gli-vvti-2014-79868596.webp
Toyota Corolla 2019 Altis Automatic 1.6 for Sale,Islamabad,2019,"27,917 km",Petrol,1600 cc,Automatic,Not Featured,PKR 51 lacs,,https://cache1.pakwheels.com/ad_pictures/7982/tn_toyota-corolla-altis-1-6-automatic-2019-79827343.webp
Toyota Corolla 9th Generation 2003 SE Saloon Automatic for Sale,Peshawar,2003,14 km,Petrol,1600 cc,Automatic,Not Featured,PKR 12.4 lacs,Updated about 9 hours ago,https://cache3.pakwheels.com/ad_pictures/8086/tn_toyota-corolla-se-saloon-automatic-2003-80862874.webp
Toyota Corolla Fielder 2007 X for Sale,Peshawar,2007,"110,000 km",Petrol,1500 cc,Automatic,Not Featured,PKR 35 lacs,Updated about 10 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2019 GLi Automatic 1.3 VVTi for Sale,Peshawar,2019,"92,266 km",Petrol,1300 cc,Automatic,Not Featured,PKR 48.5 lacs,Updated about 17 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2016 GLi 1.3 VVTi for Sale,Islamabad,2016,"114,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 27 lacs,Updated about 19 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2015 Altis Grande CVT-i 1.8 for Sale,Sargodha,2015,"43,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 43.5 lacs,Updated about 20 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis 1.6 X CVT-i Special Edition for Sale,Karachi,2023,1 km,Petrol,1600 cc,Automatic,FEATURED,PKR 75 lacs,Updated about 20 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis X Automatic 1.6 for Sale,Karachi,2023,300 km,Petrol,1600 cc,Automatic,Not Featured,PKR 70.5 lacs,Updated about 21 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Islamabad,2018,"120,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 37.85 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 Altis Automatic 1.6 for Sale,Karachi,2017,"61,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 37.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi Automatic 1.3 VVTi for Sale,Rawalpindi,2018,"125,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 38 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2006 XLi for Sale,Arifwala,2006,"350,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 14 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Beige Interior for Sale,Lahore,2023,19 km,Petrol,1800 cc,Automatic,FEATURED,Call,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,Sialkot,2022,"2,200 km",Petrol,1798 cc,Automatic,FEATURED,PKR 78 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Karachi,2021,"18,901 km",Petrol,1598 cc,Automatic,FEATURED,PKR 54.95 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2000 for Sale,Vehari,2000,14 km,Petrol,1600 cc,Automatic,Not Featured,PKR 12.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2012 GLi 1.3 VVTi for Sale,Lahore,2012,"145,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 20.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,Lahore,2021,"45,000 km",Petrol,1800 cc,Automatic,FEATURED,PKR 68.75 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2009 GLi 1.3 VVTi for Sale,Rawalpindi,2009,"120,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 21.75 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Lahore,2021,"13,500 km",Petrol,1598 cc,Automatic,Not Featured,PKR 62.2 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Islamabad,2011,"234,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 23.5 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 Altis CVT-i 1.8 for Sale,Mardan,2018,"75,800 km",Petrol,1800 cc,Automatic,FEATURED,PKR 55 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1986 for Sale,Multan,1986,"108,353 km",Petrol,1300 cc,Manual,FEATURED,PKR 4 lacs,Updated about 2 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 Altis Automatic 1.6 for Sale,Peshawar,2018,"24,000 km",Petrol,1600 cc,Automatic,FEATURED,PKR 48.5 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2010 GLi 1.3 VVTi for Sale,Faisalabad,2010,"99,500 km",Petrol,1300 cc,Manual,FEATURED,PKR 23.75 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Shorkot,2011,"72,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 26 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Karachi,2011,"87,000 km",Petrol,1300 cc,Manual,FEATURED,PKR 21.5 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 1999 2.0D Limited for Sale,Rawalpindi,1999,"315,000 km",Diesel,2000 cc,Manual,Not Featured,PKR 9.85 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2010 XLi VVTi for Sale,Karachi,2010,"80,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 17.9 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 GLi 1.3 VVTi Special Edition for Sale,Toba Tek Singh,2020,"55,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 46.5 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 GLi 1.3 VVTi for Sale,Karachi,2017,"92,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 30.95 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 Special Edition for Sale,Karachi,2022,"6,500 km",Petrol,1600 cc,Automatic,FEATURED,PKR 65.5 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi 1.3 VVTi for Sale,Gujranwala,2018,"106,500 km",Petrol,1300 cc,Manual,Not Featured,PKR 32.85 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2013 GLi 1.3 VVTi for Sale,Rawalpindi,2013,"120,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 28.45 lacs,Updated about 21 hours ago,https://cache3.pakwheels.com/ad_pictures/8085/tn_toyota-corolla-gli-vvti-2013-80854381.webp
Toyota Corolla Axio 2019 Hybrid 1.5 for Sale,Rahim Yar Khan,2019,"6,000 km",Petrol,1500 cc,Automatic,Not Featured,PKR 1.32 crore,Updated about 21 hours ago,https://cache1.pakwheels.com/ad_pictures/8081/tn_toyota-corolla-axio-hybrid-3-2019-80815176.webp
Toyota Corolla 2023 Altis 1.6 X CVT-i for Sale,Lahore,2023,25 km,Petrol,1600 cc,Automatic,Not Featured,PKR 68.5 lacs,Updated about 21 hours ago,https://cache4.pakwheels.com/ad_pictures/8069/tn_toyota-corolla-altis-1-6-x-cvt-i-2023-80693574.webp
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,Karachi,2023,43 km,Petrol,1800 cc,Automatic,Not Featured,PKR 83.5 lacs,Updated about 22 hours ago,https://cache3.pakwheels.com/ad_pictures/7968/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-black-interior-2023-79682347.webp
Toyota Corolla 2022 Altis 1.6 X CVT-i for Sale,Lahore,2022,"21,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 61.9 lacs,Updated about 22 hours ago,https://cache1.pakwheels.com/ad_pictures/8051/tn_toyota-corolla-altis-1-6-x-cvt-i-2022-80510889.webp
Toyota Corolla 2020 Altis 1.6 X CVT-i for Sale,Lahore,2020,"67,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 51.5 lacs,Updated about 22 hours ago,https://cache4.pakwheels.com/ad_pictures/8028/tn_toyota-corolla-altis-1-6-x-cvt-i-2020-80287208.webp
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Lahore,2021,"15,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 55.5 lacs,Updated about 22 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2017 Altis Automatic 1.6 for Sale,Sahiwal,2017,"57,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 42 lacs,Updated about 23 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,Islamabad,2023,127 km,Petrol,1800 cc,Automatic,Not Featured,PKR 83 lacs,Updated about 24 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2004 2.0D for Sale,Lahore,2004,"82,000 km",Diesel,2000 cc,Manual,Not Featured,PKR 17.75 lacs,Updated 1 day ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 Altis Automatic 1.6 for Sale,Karachi,2020,"32,000 km",Petrol,1600 cc,Automatic,Not Featured,Call,Updated 1 day ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 Special Edition for Sale,Karachi,2022,"4,400 km",Petrol,1598 cc,Automatic,Not Featured,PKR 66.5 lacs,Updated 1 day ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi 1.3 VVTi for Sale,Gujranwala,2018,"106,500 km",Petrol,1300 cc,Manual,Not Featured,PKR 32.85 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Islamabad,2021,"18,000 km",Petrol,1600 cc,Automatic,Not Featured,PKR 54.9 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2011 GLi 1.3 VVTi for Sale,Gojra,2011,"240,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 22.5 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2018 GLi 1.3 VVTi for Sale,Rahim Yar Khan,2018,"45,000 km",Petrol,1300 cc,Manual,Not Featured,PKR 38 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2022 Altis X Automatic 1.6 for Sale,Mandi bahauddin,2022,"13,000 km",Petrol,1598 cc,Automatic,Not Featured,PKR 62.5 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 Altis CVT-i 1.8 for Sale,Mirpur A.K.,2020,"38,000 km",Petrol,1800 cc,Automatic,Not Featured,PKR 55 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2020 GLi Automatic 1.3 VVTi for Sale,Gujrat,2020,"87,000 km",Petrol,1300 cc,Automatic,Not Featured,PKR 47.5 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
Toyota Corolla 2021 Altis X Automatic 1.6 for Sale,Lahore,2021,"5,100 km",Petrol,1598 cc,Automatic,Not Featured,PKR 60 lacs,Updated about 3 hours ago,"data:image/png;base64,R0lGODlhAQABAAD/ACwAAAAAAQABAAACADs%3D"
